Image,Caption,Rights
urn:cite:bnf:lat4802img.bnflat4802_img9,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 1, recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img10,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 1, verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img11,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 2, recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img12,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 2, verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img13,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 3, recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img14,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 3, verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img15,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 4, recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img16,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 4, verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img17,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 5, recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:lat4802img.bnflat4802_img18,"Bibliothèque nationale de France, Département des manuscrits, Latin 4802, folio 5, verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
