Image,Rights,Caption
urn:cite:bnf:gr2700img.bnf2700-page148,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 69 verso"
urn:cite:bnf:gr2700img.bnf2700-page149,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 70 recto"
urn:cite:bnf:gr2700img.bnf2700-page150,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 70 verso"
urn:cite:bnf:gr2700img.bnf2700-page151,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 71 recto"
urn:cite:bnf:gr2700img.bnf2700-page152,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 71 verso"
urn:cite:bnf:gr2700img.bnf2700-page153,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 72 recto"
urn:cite:bnf:gr2700img.bnf2700-page154,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 72 verso"
urn:cite:bnf:gr2700img.bnf2700-page155,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 73 recto"
urn:cite:bnf:gr2700img.bnf2700-page156,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 73 verso"
urn:cite:bnf:gr2700img.bnf2700-page157,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 74 recto"
urn:cite:bnf:gr2700img.bnf2700-page158,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 74 verso"
urn:cite:bnf:gr2700img.bnf2700-page159,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 75 recto"
urn:cite:bnf:gr2700img.bnf2700-page160,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 75 verso"
urn:cite:bnf:gr2700img.bnf2700-page161,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 76 recto"
urn:cite:bnf:gr2700img.bnf2700-page162,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 76 verso"
urn:cite:bnf:gr2700img.bnf2700-page163,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 77 recto"
urn:cite:bnf:gr2700img.bnf2700-page164,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 77 verso"
urn:cite:bnf:gr2700img.bnf2700-page165,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 78 recto"
urn:cite:bnf:gr2700img.bnf2700-page166,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 78 verso"
urn:cite:bnf:gr2700img.bnf2700-page167,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 79 recto"
urn:cite:bnf:gr2700img.bnf2700-page168,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 79 verso"
urn:cite:bnf:gr2700img.bnf2700-page169,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 80 recto"
urn:cite:bnf:gr2700img.bnf2700-page170,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 80 verso"
urn:cite:bnf:gr2700img.bnf2700-page171,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 81 recto"
urn:cite:bnf:gr2700img.bnf2700-page172,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 81 verso"
urn:cite:bnf:gr2700img.bnf2700-page173,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 82 recto"
urn:cite:bnf:gr2700img.bnf2700-page174,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 82 verso"
urn:cite:bnf:gr2700img.bnf2700-page175,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 83 recto"
urn:cite:bnf:gr2700img.bnf2700-page176,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 83 verso"
urn:cite:bnf:gr2700img.bnf2700-page177,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 84 recto"
urn:cite:bnf:gr2700img.bnf2700-page178,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 84 verso"
urn:cite:bnf:gr2700img.bnf2700-page179,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 85 recto"
urn:cite:bnf:gr2700img.bnf2700-page180,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 85 verso"
urn:cite:bnf:gr2700img.bnf2700-page181,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 86 recto"
urn:cite:bnf:gr2700img.bnf2700-page182,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 86 verso"
urn:cite:bnf:gr2700img.bnf2700-page183,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 87 recto"
urn:cite:bnf:gr2700img.bnf2700-page184,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 87 verso"
urn:cite:bnf:gr2700img.bnf2700-page185,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 88 recto"
urn:cite:bnf:gr2700img.bnf2700-page186,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 88 verso"
urn:cite:bnf:gr2700img.bnf2700-page187,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 89 recto"
urn:cite:bnf:gr2700img.bnf2700-page188,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 89 verso"
urn:cite:bnf:gr2700img.bnf2700-page189,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 90 recto"
urn:cite:bnf:gr2700img.bnf2700-page190,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 90 verso"
urn:cite:bnf:gr2700img.bnf2700-page191,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 91 recto"
urn:cite:bnf:gr2700img.bnf2700-page192,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 91 verso"
urn:cite:bnf:gr2700img.bnf2700-page193,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 92 recto"
urn:cite:bnf:gr2700img.bnf2700-page194,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 92 verso"
urn:cite:bnf:gr2700img.bnf2700-page195,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 93 recto"
urn:cite:bnf:gr2700img.bnf2700-page196,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 93 verso"
urn:cite:bnf:gr2700img.bnf2700-page197,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 94 recto"
urn:cite:bnf:gr2700img.bnf2700-page198,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 94 verso"
urn:cite:bnf:gr2700img.bnf2700-page199,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 95 recto"
urn:cite:bnf:gr2700img.bnf2700-page200,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 95 verso"
urn:cite:bnf:gr2700img.bnf2700-page201,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 96 recto"
urn:cite:bnf:gr2700img.bnf2700-page202,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 96 verso"
urn:cite:bnf:gr2700img.bnf2700-page203,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 97 recto"
urn:cite:bnf:gr2700img.bnf2700-page204,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 97 verso"
urn:cite:bnf:gr2700img.bnf2700-page205,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 98 recto"
urn:cite:bnf:gr2700img.bnf2700-page206,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 98 verso"
urn:cite:bnf:gr2700img.bnf2700-page207,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 99 recto"
urn:cite:bnf:gr2700img.bnf2700-page208,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 99 verso"
urn:cite:bnf:gr2700img.bnf2700-page209,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 100 recto"
urn:cite:bnf:gr2700img.bnf2700-page210,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 100 verso"
urn:cite:bnf:gr2700img.bnf2700-page211,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 101 recto"
urn:cite:bnf:gr2700img.bnf2700-page212,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 101 verso"
urn:cite:bnf:gr2700img.bnf2700-page213,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 102 recto"
urn:cite:bnf:gr2700img.bnf2700-page214,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 102 verso"
urn:cite:bnf:gr2700img.bnf2700-page215,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 103 recto"
urn:cite:bnf:gr2700img.bnf2700-page216,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 103 verso"
urn:cite:bnf:gr2700img.bnf2700-page217,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 104 recto"
urn:cite:bnf:gr2700img.bnf2700-page218,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 104 verso"
urn:cite:bnf:gr2700img.bnf2700-page219,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 105 recto"
urn:cite:bnf:gr2700img.bnf2700-page220,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 105 verso"
urn:cite:bnf:gr2700img.bnf2700-page221,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 106 recto"
urn:cite:bnf:gr2700img.bnf2700-page222,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 106 verso"
urn:cite:bnf:gr2700img.bnf2700-page223,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 107 recto"
urn:cite:bnf:gr2700img.bnf2700-page224,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 107 verso"
urn:cite:bnf:gr2700img.bnf2700-page225,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 108 recto"
urn:cite:bnf:gr2700img.bnf2700-page226,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 108 verso"
urn:cite:bnf:gr2700img.bnf2700-page227,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 109 recto"
urn:cite:bnf:gr2700img.bnf2700-page228,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 109 verso"
urn:cite:bnf:gr2700img.bnf2700-page229,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 110 recto"
urn:cite:bnf:gr2700img.bnf2700-page230,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 110 verso"
urn:cite:bnf:gr2700img.bnf2700-page231,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 111 recto"
urn:cite:bnf:gr2700img.bnf2700-page232,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 111 verso"
urn:cite:bnf:gr2700img.bnf2700-page233,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 112 recto"
urn:cite:bnf:gr2700img.bnf2700-page234,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 112 verso"
urn:cite:bnf:gr2700img.bnf2700-page235,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 113 recto"
urn:cite:bnf:gr2700img.bnf2700-page236,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 113 verso"
urn:cite:bnf:gr2700img.bnf2700-page237,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 114 recto"
urn:cite:bnf:gr2700img.bnf2700-page238,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 114 verso"
urn:cite:bnf:gr2700img.bnf2700-page239,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 115 recto"
urn:cite:bnf:gr2700img.bnf2700-page240,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 115 verso"
urn:cite:bnf:gr2700img.bnf2700-page241,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 116 recto"
urn:cite:bnf:gr2700img.bnf2700-page242,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 116 verso"
urn:cite:bnf:gr2700img.bnf2700-page243,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 117 recto"
urn:cite:bnf:gr2700img.bnf2700-page244,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 117 verso"
urn:cite:bnf:gr2700img.bnf2700-page245,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 118 recto"
urn:cite:bnf:gr2700img.bnf2700-page246,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 118 verso"
urn:cite:bnf:gr2700img.bnf2700-page247,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 119 recto"
urn:cite:bnf:gr2700img.bnf2700-page248,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 119 verso"
urn:cite:bnf:gr2700img.bnf2700-page249,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 120 recto"
urn:cite:bnf:gr2700img.bnf2700-page250,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 120 verso"
urn:cite:bnf:gr2700img.bnf2700-page251,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 121 recto"
urn:cite:bnf:gr2700img.bnf2700-page252,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 121 verso"
urn:cite:bnf:gr2700img.bnf2700-page253,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 122 recto"
urn:cite:bnf:gr2700img.bnf2700-page254,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 122 verso"
urn:cite:bnf:gr2700img.bnf2700-page255,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 123 recto"
urn:cite:bnf:gr2700img.bnf2700-page256,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 123 verso"
urn:cite:bnf:gr2700img.bnf2700-page257,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 124 recto"
urn:cite:bnf:gr2700img.bnf2700-page258,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 124 verso"
urn:cite:bnf:gr2700img.bnf2700-page259,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 125 recto"
urn:cite:bnf:gr2700img.bnf2700-page260,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 125 verso"
urn:cite:bnf:gr2700img.bnf2700-page261,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 126 recto"
urn:cite:bnf:gr2700img.bnf2700-page262,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 126 verso"
urn:cite:bnf:gr2700img.bnf2700-page263,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 127 recto"
urn:cite:bnf:gr2700img.bnf2700-page264,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 127 verso"
urn:cite:bnf:gr2700img.bnf2700-page265,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 128 recto"
urn:cite:bnf:gr2700img.bnf2700-page266,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 128 verso"
urn:cite:bnf:gr2700img.bnf2700-page267,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 129 recto"
urn:cite:bnf:gr2700img.bnf2700-page268,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 129 verso"
urn:cite:bnf:gr2700img.bnf2700-page269,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 130 recto"
urn:cite:bnf:gr2700img.bnf2700-page270,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 130 verso"
urn:cite:bnf:gr2700img.bnf2700-page271,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 131 recto"
urn:cite:bnf:gr2700img.bnf2700-page272,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 131 verso"
urn:cite:bnf:gr2700img.bnf2700-page273,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 132 recto"
urn:cite:bnf:gr2700img.bnf2700-page274,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 132 verso"
urn:cite:bnf:gr2700img.bnf2700-page275,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 133 recto"
urn:cite:bnf:gr2700img.bnf2700-page276,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 133 verso"
urn:cite:bnf:gr2700img.bnf2700-page277,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 134 recto"
urn:cite:bnf:gr2700img.bnf2700-page278,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 134 verso"
urn:cite:bnf:gr2700img.bnf2700-page279,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 135 recto"
urn:cite:bnf:gr2700img.bnf2700-page280,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 135 verso"
urn:cite:bnf:gr2700img.bnf2700-page281,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 136 recto"
urn:cite:bnf:gr2700img.bnf2700-page282,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 136 verso"
urn:cite:bnf:gr2700img.bnf2700-page283,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 137 recto"
urn:cite:bnf:gr2700img.bnf2700-page284,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 137 verso"
urn:cite:bnf:gr2700img.bnf2700-page285,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 138 recto"
