Image,Rights,Caption
urn:cite:bnf:gr2700img.bnf2700-page286,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 138 verso"
urn:cite:bnf:gr2700img.bnf2700-page287,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 139 recto"
urn:cite:bnf:gr2700img.bnf2700-page288,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 139 verso"
urn:cite:bnf:gr2700img.bnf2700-page289,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 140 recto"
urn:cite:bnf:gr2700img.bnf2700-page290,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 140 verso"
urn:cite:bnf:gr2700img.bnf2700-page291,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 141 recto"
urn:cite:bnf:gr2700img.bnf2700-page292,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 141 verso"
urn:cite:bnf:gr2700img.bnf2700-page293,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 142 recto"
urn:cite:bnf:gr2700img.bnf2700-page294,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 142 verso"
urn:cite:bnf:gr2700img.bnf2700-page295,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 143 recto"
urn:cite:bnf:gr2700img.bnf2700-page296,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 143 verso"
urn:cite:bnf:gr2700img.bnf2700-page297,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 144 recto"
urn:cite:bnf:gr2700img.bnf2700-page298,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 144 verso"
urn:cite:bnf:gr2700img.bnf2700-page299,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 145 recto"
urn:cite:bnf:gr2700img.bnf2700-page300,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 145 verso"
urn:cite:bnf:gr2700img.bnf2700-page301,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 146 recto"
urn:cite:bnf:gr2700img.bnf2700-page302,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 146 verso"
urn:cite:bnf:gr2700img.bnf2700-page303,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 147 recto"
urn:cite:bnf:gr2700img.bnf2700-page304,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 147 verso"
urn:cite:bnf:gr2700img.bnf2700-page305,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 148 recto"
urn:cite:bnf:gr2700img.bnf2700-page306,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 148 verso"
urn:cite:bnf:gr2700img.bnf2700-page307,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 149 recto"
urn:cite:bnf:gr2700img.bnf2700-page308,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 149 verso"
urn:cite:bnf:gr2700img.bnf2700-page309,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 150 recto"
urn:cite:bnf:gr2700img.bnf2700-page310,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 150 verso"
urn:cite:bnf:gr2700img.bnf2700-page311,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 151 recto"
urn:cite:bnf:gr2700img.bnf2700-page312,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 151 verso"
urn:cite:bnf:gr2700img.bnf2700-page313,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 152 recto"
urn:cite:bnf:gr2700img.bnf2700-page314,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 152 verso"
urn:cite:bnf:gr2700img.bnf2700-page315,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 153 recto"
urn:cite:bnf:gr2700img.bnf2700-page316,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 153 verso"
urn:cite:bnf:gr2700img.bnf2700-page317,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 154 recto"
urn:cite:bnf:gr2700img.bnf2700-page318,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 154 verso"
urn:cite:bnf:gr2700img.bnf2700-page319,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 155 recto"
urn:cite:bnf:gr2700img.bnf2700-page320,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 155 verso"
urn:cite:bnf:gr2700img.bnf2700-page321,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 156 recto"
urn:cite:bnf:gr2700img.bnf2700-page322,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 156 verso"
urn:cite:bnf:gr2700img.bnf2700-page323,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 157 recto"
urn:cite:bnf:gr2700img.bnf2700-page324,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 157 verso"
urn:cite:bnf:gr2700img.bnf2700-page325,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 158 recto"
urn:cite:bnf:gr2700img.bnf2700-page326,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 158 verso"
urn:cite:bnf:gr2700img.bnf2700-page327,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 159 recto"
urn:cite:bnf:gr2700img.bnf2700-page328,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 159 verso"
urn:cite:bnf:gr2700img.bnf2700-page329,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 160 recto"
urn:cite:bnf:gr2700img.bnf2700-page330,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 160 verso"
urn:cite:bnf:gr2700img.bnf2700-page331,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 161 recto"
urn:cite:bnf:gr2700img.bnf2700-page332,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 161 verso"
urn:cite:bnf:gr2700img.bnf2700-page333,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 162 recto"
urn:cite:bnf:gr2700img.bnf2700-page334,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 162 verso"
urn:cite:bnf:gr2700img.bnf2700-page335,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 163 recto"
urn:cite:bnf:gr2700img.bnf2700-page336,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 163 verso"
urn:cite:bnf:gr2700img.bnf2700-page337,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 164 recto"
urn:cite:bnf:gr2700img.bnf2700-page338,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 164 verso"
urn:cite:bnf:gr2700img.bnf2700-page339,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 165 recto"
urn:cite:bnf:gr2700img.bnf2700-page340,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 165 verso"
urn:cite:bnf:gr2700img.bnf2700-page341,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 166 recto"
urn:cite:bnf:gr2700img.bnf2700-page342,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 166 verso"
urn:cite:bnf:gr2700img.bnf2700-page343,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 167 recto"
urn:cite:bnf:gr2700img.bnf2700-page344,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 167 verso"
urn:cite:bnf:gr2700img.bnf2700-page345,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 168 recto"
urn:cite:bnf:gr2700img.bnf2700-page346,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 168 verso"
urn:cite:bnf:gr2700img.bnf2700-page347,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 169 recto"
urn:cite:bnf:gr2700img.bnf2700-page348,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 169 verso"
urn:cite:bnf:gr2700img.bnf2700-page349,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 170 recto"
urn:cite:bnf:gr2700img.bnf2700-page350,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 170 verso"
urn:cite:bnf:gr2700img.bnf2700-page351,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 171 recto"
urn:cite:bnf:gr2700img.bnf2700-page352,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 171 verso"
urn:cite:bnf:gr2700img.bnf2700-page353,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 172 recto"
urn:cite:bnf:gr2700img.bnf2700-page354,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 172 verso"
urn:cite:bnf:gr2700img.bnf2700-page355,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 173 recto"
urn:cite:bnf:gr2700img.bnf2700-page356,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 173 verso"
urn:cite:bnf:gr2700img.bnf2700-page357,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 174 recto"
urn:cite:bnf:gr2700img.bnf2700-page358,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 174 verso"
urn:cite:bnf:gr2700img.bnf2700-page359,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 175 recto"
urn:cite:bnf:gr2700img.bnf2700-page360,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 175 verso"
urn:cite:bnf:gr2700img.bnf2700-page361,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 176 recto"
urn:cite:bnf:gr2700img.bnf2700-page362,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 176 verso"
urn:cite:bnf:gr2700img.bnf2700-page363,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 177 recto"
urn:cite:bnf:gr2700img.bnf2700-page364,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 177 verso"
urn:cite:bnf:gr2700img.bnf2700-page365,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 178 recto"
urn:cite:bnf:gr2700img.bnf2700-page366,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 178 verso"
urn:cite:bnf:gr2700img.bnf2700-page367,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 179 recto"
urn:cite:bnf:gr2700img.bnf2700-page368,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 179 verso"
urn:cite:bnf:gr2700img.bnf2700-page369,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 180 recto"
urn:cite:bnf:gr2700img.bnf2700-page370,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 180 verso"
urn:cite:bnf:gr2700img.bnf2700-page371,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 181 recto"
urn:cite:bnf:gr2700img.bnf2700-page372,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 181 verso"
urn:cite:bnf:gr2700img.bnf2700-page373,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 182 recto"
urn:cite:bnf:gr2700img.bnf2700-page374,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 182 verso"
urn:cite:bnf:gr2700img.bnf2700-page375,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 183 recto"
urn:cite:bnf:gr2700img.bnf2700-page376,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 183 verso"
urn:cite:bnf:gr2700img.bnf2700-page377,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 184 recto"
urn:cite:bnf:gr2700img.bnf2700-page378,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 184 verso"
urn:cite:bnf:gr2700img.bnf2700-page379,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 185 recto"
urn:cite:bnf:gr2700img.bnf2700-page380,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 185 verso"
urn:cite:bnf:gr2700img.bnf2700-page381,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 186 recto"
urn:cite:bnf:gr2700img.bnf2700-page382,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 186 verso"
urn:cite:bnf:gr2700img.bnf2700-page383,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 187 recto"
urn:cite:bnf:gr2700img.bnf2700-page384,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 187 verso"
urn:cite:bnf:gr2700img.bnf2700-page385,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 188 recto"
urn:cite:bnf:gr2700img.bnf2700-page386,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 188 verso"
urn:cite:bnf:gr2700img.bnf2700-page387,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 189 recto"
urn:cite:bnf:gr2700img.bnf2700-page388,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 189 verso"
urn:cite:bnf:gr2700img.bnf2700-page389,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 190 recto"
urn:cite:bnf:gr2700img.bnf2700-page390,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 190 verso"
urn:cite:bnf:gr2700img.bnf2700-page391,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 191 recto"
urn:cite:bnf:gr2700img.bnf2700-page392,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 191 verso"
urn:cite:bnf:gr2700img.bnf2700-page393,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 192 recto"
urn:cite:bnf:gr2700img.bnf2700-page394,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 192 verso"
urn:cite:bnf:gr2700img.bnf2700-page395,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 193 recto"
urn:cite:bnf:gr2700img.bnf2700-page396,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 193 verso"
urn:cite:bnf:gr2700img.bnf2700-page397,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 194 recto"
urn:cite:bnf:gr2700img.bnf2700-page398,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 194 verso"
urn:cite:bnf:gr2700img.bnf2700-page399,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 195 recto"
urn:cite:bnf:gr2700img.bnf2700-page400,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 195 verso"
urn:cite:bnf:gr2700img.bnf2700-page401,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 196 recto"
urn:cite:bnf:gr2700img.bnf2700-page402,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 196 verso"
urn:cite:bnf:gr2700img.bnf2700-page403,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 197 recto"
urn:cite:bnf:gr2700img.bnf2700-page404,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 197 verso"
urn:cite:bnf:gr2700img.bnf2700-page405,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 198 recto"
urn:cite:bnf:gr2700img.bnf2700-page406,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 198 verso"
urn:cite:bnf:gr2700img.bnf2700-page407,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 199 recto"
urn:cite:bnf:gr2700img.bnf2700-page408,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 199 verso"
urn:cite:bnf:gr2700img.bnf2700-page409,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 200 recto"
urn:cite:bnf:gr2700img.bnf2700-page410,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 200 verso"
urn:cite:bnf:gr2700img.bnf2700-page411,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 201 recto"
urn:cite:bnf:gr2700img.bnf2700-page412,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 201 verso"
urn:cite:bnf:gr2700img.bnf2700-page413,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 202 recto"
urn:cite:bnf:gr2700img.bnf2700-page414,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 202 verso"
urn:cite:bnf:gr2700img.bnf2700-page415,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 203 recto"
urn:cite:bnf:gr2700img.bnf2700-page416,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 203 verso"
urn:cite:bnf:gr2700img.bnf2700-page417,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 204 recto"
urn:cite:bnf:gr2700img.bnf2700-page418,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 204 verso"
urn:cite:bnf:gr2700img.bnf2700-page419,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 205 recto"
urn:cite:bnf:gr2700img.bnf2700-page420,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 205 verso"
urn:cite:bnf:gr2700img.bnf2700-page421,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 206 recto"
urn:cite:bnf:gr2700img.bnf2700-page422,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 206 verso"
urn:cite:bnf:gr2700img.bnf2700-page423,"Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978.","Bibliothèque nationale de France, Département des manuscrits, Grec 2700, 207 recto"
