Image,Caption,Rights
urn:cite:bnf:gr1407img.bnf1407-page13,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 1, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page14,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 1, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page15,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 2, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page16,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 2, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page17,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 3, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page18,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 3, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page19,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 4, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page20,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 4, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page21,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 5, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page22,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 5, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page23,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 6, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page24,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 6, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page25,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 7, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page26,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 7, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page27,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 8, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page28,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 8, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page29,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 9, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page30,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 9, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page31,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 10, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page32,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 10, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr1407img.bnf1407-page33,"Bibliothèque nationale de France, Département des manuscrits, Grec 1407, folio 11, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
